,ITEM,CONDITION,EXTRACTION,WH_SITE,QUESTION,SENTENCE,LIST,TYPE
159,1024,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The conductor of the NY Philharmonic famously claims that cello is easy to play which of these difficult solos on:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Solo A</td><td style='text-align:center'>C. Solo C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Solo B</td><td style='text-align:center'>D. Solo D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,2,filler
160,1009,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these books did Stephen King vehemently denounce before praising on public television:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Book A</td><td style='text-align:center'>C. Book C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Book B</td><td style='text-align:center'>D. Book D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
161,1010,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these mountains did two famous alpinists write a book about before climbing together last May:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mountain A</td><td style='text-align:center'>C. Mountain C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mountain B</td><td style='text-align:center'>D. Mountain D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
162,1011,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these animals did Andrew Jackson keep as a pet after finding on the side of the road:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Animal A</td><td style='text-align:center'>C. Animal C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Animal B</td><td style='text-align:center'>D. Animal D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
163,1012,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these definitions did the Oxford English Dictionary redact after publishing last year:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Definition A</td><td style='text-align:center'>C. Definition C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Definition B</td><td style='text-align:center'>D. Definition D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
164,1013,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these prizes was the public recently angry that the Nobel committee had awarded Bob Dylan:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Prize A</td><td style='text-align:center'>C. Prize C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Prize B</td><td style='text-align:center'>D. Prize D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
165,1014,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these Apple executives are investors currently concerned that the chairman has given too much responsibility:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Executive A</td><td style='text-align:center'>C. Executive C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Executive B</td><td style='text-align:center'>D. Executive D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
166,1015,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these magazines do readers still believe that Tom Cruise is associated quite closely with:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Magazine A</td><td style='text-align:center'>C. Magazine C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Magazine B</td><td style='text-align:center'>D. Magazine D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
167,1016,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these destinations are Danish politicians notoriously likely to want to travel secretly to:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Destination A</td><td style='text-align:center'>C. Destination C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Destination B</td><td style='text-align:center'>D. Destination D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
168,1017,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>Which of these species do ecologists widely predict that surely will go extinct in the next century:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Species A</td><td style='text-align:center'>C. Species C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Species B</td><td style='text-align:center'>D. Species D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
169,1018,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The lead role in the 1993 biopic 'Chaplin' was portrayed by which of these relatives of himself:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Relative A</td><td style='text-align:center'>C. Relative C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Relative B</td><td style='text-align:center'>D. Relative D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
170,1019,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The 2017 Mueller investigation failed to identify whose version of which of these events was really accurate:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Event A</td><td style='text-align:center'>C. Event C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Event B</td><td style='text-align:center'>D. Event D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
171,1020,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The proof of the Poincaré Conjecture stemmed from what which of these mathematicians termed 'Ricci Flow' in the 1980s:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Mathematician A</td><td style='text-align:center'>C. Mathematician C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Mathematician B</td><td style='text-align:center'>D. Mathematician D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
172,1021,filler_ok,NA,NA,"Assuming that contestants could be expected to know the answer, how easy is it for you to imagine this as a <b>gameshow/quiz question</b>?",<table style='border: 1px solid black; border-collapse: collapse'><tr height = 20px></tr><tr><td width=20px></td><td colspan='2' style='text-align:center; vertical-align:middle'><b>The CPA who worked on which of these accounts are responsible for the key evidence condemning Bernie Madoff:</b></td><td width=20px></td></tr><tr height = 20px></tr><tr><td width=20px></td><td style='text-align:center'>A. Account A</td><td style='text-align:center'>C. Account C</td><td width=20px></td></tr><tr height = 10px></tr><tr><td width=20px></td><td style='text-align:center'>B. Account B</td><td style='text-align:center'>D. Account D</td><td width=20px></td></tr><tr height = 20px></tr></table>  ,3,filler
